delta,real_s12,img_s12,s22
7.100000e-001,1.089559e-001,-1.534590e-001,3.836474e-002
7.200000e-001,1.095290e-001,-1.521236e-001,3.803091e-002
7.300000e-001,1.100790e-001,-1.507932e-001,3.769829e-002
7.400000e-001,1.106062e-001,-1.494679e-001,3.736697e-002
7.500000e-001,1.111111e-001,-1.481481e-001,3.703704e-002
7.600000e-001,1.115940e-001,-1.468343e-001,3.670856e-002
7.700000e-001,1.120554e-001,-1.455265e-001,3.638163e-002
7.800000e-001,1.124957e-001,-1.442252e-001,3.605631e-002
7.900000e-001,1.129152e-001,-1.429306e-001,3.573266e-002
8.000000e-001,1.133144e-001,-1.416431e-001,3.541077e-002
8.100000e-001,1.136938e-001,-1.403627e-001,3.509067e-002
8.200000e-001,1.140536e-001,-1.390898e-001,3.477245e-002
8.300000e-001,1.143944e-001,-1.378246e-001,3.445614e-002
8.400000e-001,1.147165e-001,-1.365672e-001,3.414181e-002
8.500000e-001,1.150203e-001,-1.353180e-001,3.382950e-002
8.600000e-001,1.153062e-001,-1.340770e-001,3.351925e-002
8.700000e-001,1.155747e-001,-1.328445e-001,3.321112e-002
8.800000e-001,1.158261e-001,-1.316205e-001,3.290513e-002
8.900000e-001,1.160607e-001,-1.304053e-001,3.260133e-002
9.000000e-001,1.162791e-001,-1.291990e-001,3.229974e-002
9.100000e-001,1.164815e-001,-1.280016e-001,3.200041e-002
9.200000e-001,1.166684e-001,-1.268134e-001,3.170336e-002
9.300000e-001,1.168400e-001,-1.256345e-001,3.140861e-002
9.400000e-001,1.169969e-001,-1.244648e-001,3.111620e-002
9.500000e-001,1.171393e-001,-1.233046e-001,3.082614e-002
9.600000e-001,1.172677e-001,-1.221538e-001,3.053845e-002
9.700000e-001,1.173823e-001,-1.210126e-001,3.025316e-002
9.800000e-001,1.174835e-001,-1.198811e-001,2.997027e-002
9.900000e-001,1.175716e-001,-1.187592e-001,2.968980e-002
1.000000e+000,1.176471e-001,-1.176471e-001,2.941177e-002
1.010000e+000,1.177101e-001,-1.165447e-001,2.913617e-002
1.020000e+000,1.177612e-001,-1.154521e-001,2.886303e-002
1.030000e+000,1.178004e-001,-1.143694e-001,2.859234e-002
1.040000e+000,1.178283e-001,-1.132965e-001,2.832412e-002
1.050000e+000,1.178451e-001,-1.122334e-001,2.805836e-002
1.060000e+000,1.178511e-001,-1.111803e-001,2.779507e-002
1.070000e+000,1.178466e-001,-1.101370e-001,2.753425e-002
1.080000e+000,1.178319e-001,-1.091036e-001,2.727590e-002
1.090000e+000,1.178073e-001,-1.080801e-001,2.702002e-002
1.100000e+000,1.177730e-001,-1.070664e-001,2.676660e-002
1.110000e+000,1.177294e-001,-1.060625e-001,2.651563e-002
1.120000e+000,1.176767e-001,-1.050685e-001,2.626713e-002
1.130000e+000,1.176152e-001,-1.040843e-001,2.602107e-002
1.140000e+000,1.175452e-001,-1.031098e-001,2.577745e-002
1.150000e+000,1.174668e-001,-1.021450e-001,2.553626e-002
1.160000e+000,1.173804e-001,-1.011900e-001,2.529750e-002
1.170000e+000,1.172862e-001,-1.002446e-001,2.506115e-002
1.180000e+000,1.171844e-001,-9.930881e-002,2.482720e-002
1.190000e+000,1.170753e-001,-9.838259e-002,2.459565e-002
1.200000e+000,1.169591e-001,-9.746589e-002,2.436647e-002
1.210000e+000,1.168360e-001,-9.655865e-002,2.413966e-002
1.220000e+000,1.167062e-001,-9.566082e-002,2.391521e-002
1.230000e+000,1.165700e-001,-9.477236e-002,2.369309e-002
1.240000e+000,1.164276e-001,-9.389319e-002,2.347330e-002
1.250000e+000,1.162791e-001,-9.302326e-002,2.325581e-002
1.260000e+000,1.161248e-001,-9.216250e-002,2.304062e-002
1.270000e+000,1.159648e-001,-9.131086e-002,2.282771e-002
1.280000e+000,1.157994e-001,-9.046826e-002,2.261707e-002
1.290000e+000,1.156287e-001,-8.963465e-002,2.240866e-002
1.300000e+000,1.154529e-001,-8.880995e-002,2.220249e-002
1.310000e+000,1.152723e-001,-8.799409e-002,2.199852e-002
1.320000e+000,1.150868e-001,-8.718700e-002,2.179675e-002
1.330000e+000,1.148969e-001,-8.638861e-002,2.159715e-002
1.340000e+000,1.147025e-001,-8.559885e-002,2.139971e-002
1.350000e+000,1.145038e-001,-8.481764e-002,2.120441e-002
1.360000e+000,1.143011e-001,-8.404491e-002,2.101123e-002
1.370000e+000,1.140944e-001,-8.328059e-002,2.082015e-002
1.380000e+000,1.138839e-001,-8.252459e-002,2.063115e-002
1.390000e+000,1.136698e-001,-8.177685e-002,2.044421e-002
1.400000e+000,1.134522e-001,-8.103728e-002,2.025932e-002
1.410000e+000,1.132312e-001,-8.030580e-002,2.007645e-002
1.420000e+000,1.130069e-001,-7.958235e-002,1.989559e-002
1.430000e+000,1.127796e-001,-7.886684e-002,1.971671e-002
1.440000e+000,1.125492e-001,-7.815919e-002,1.953980e-002
1.450000e+000,1.123160e-001,-7.745933e-002,1.936483e-002
1.460000e+000,1.120801e-001,-7.676718e-002,1.919179e-002
1.470000e+000,1.118415e-001,-7.608266e-002,1.902066e-002
1.480000e+000,1.116004e-001,-7.540568e-002,1.885142e-002
1.490000e+000,1.113569e-001,-7.473618e-002,1.868405e-002
1.500000e+000,1.111111e-001,-7.407407e-002,1.851852e-002
1.510000e+000,1.108631e-001,-7.341928e-002,1.835482e-002
1.520000e+000,1.106130e-001,-7.277173e-002,1.819293e-002
1.530000e+000,1.103609e-001,-7.213134e-002,1.803283e-002
1.540000e+000,1.101070e-001,-7.149803e-002,1.787451e-002
1.550000e+000,1.098512e-001,-7.087172e-002,1.771793e-002
1.560000e+000,1.095937e-001,-7.025235e-002,1.756309e-002
1.570000e+000,1.093345e-001,-6.963982e-002,1.740996e-002
1.580000e+000,1.090738e-001,-6.903408e-002,1.725852e-002
1.590000e+000,1.088117e-001,-6.843503e-002,1.710876e-002
1.600000e+000,1.085482e-001,-6.784261e-002,1.696065e-002
1.610000e+000,1.082833e-001,-6.725673e-002,1.681418e-002
1.620000e+000,1.080173e-001,-6.667734e-002,1.666933e-002
1.630000e+000,1.077501e-001,-6.610434e-002,1.652608e-002
1.640000e+000,1.074818e-001,-6.553767e-002,1.638442e-002
1.650000e+000,1.072125e-001,-6.497726e-002,1.624431e-002
1.660000e+000,1.069422e-001,-6.442303e-002,1.610576e-002
1.670000e+000,1.066711e-001,-6.387491e-002,1.596873e-002
1.680000e+000,1.063991e-001,-6.333283e-002,1.583321e-002
1.690000e+000,1.061264e-001,-6.279671e-002,1.569918e-002
1.700000e+000,1.058531e-001,-6.226650e-002,1.556662e-002
1.710000e+000,1.055790e-001,-6.174212e-002,1.543553e-002
1.720000e+000,1.053044e-001,-6.122349e-002,1.530587e-002
1.730000e+000,1.050293e-001,-6.071056e-002,1.517764e-002
1.740000e+000,1.047536e-001,-6.020325e-002,1.505081e-002
1.750000e+000,1.044776e-001,-5.970149e-002,1.492537e-002
1.760000e+000,1.042012e-001,-5.920523e-002,1.480131e-002
1.770000e+000,1.039245e-001,-5.871439e-002,1.467860e-002
1.780000e+000,1.036475e-001,-5.822891e-002,1.455723e-002
1.790000e+000,1.033702e-001,-5.774872e-002,1.443718e-002
1.800000e+000,1.030928e-001,-5.727377e-002,1.431844e-002
1.810000e+000,1.028152e-001,-5.680398e-002,1.420100e-002
1.820000e+000,1.025375e-001,-5.633930e-002,1.408482e-002
1.830000e+000,1.022598e-001,-5.587966e-002,1.396991e-002
1.840000e+000,1.019820e-001,-5.542500e-002,1.385625e-002
1.850000e+000,1.017042e-001,-5.497526e-002,1.374382e-002
1.860000e+000,1.014265e-001,-5.453038e-002,1.363260e-002
1.870000e+000,1.011489e-001,-5.409031e-002,1.352258e-002
1.880000e+000,1.008714e-001,-5.365498e-002,1.341374e-002
1.890000e+000,1.005940e-001,-5.322433e-002,1.330608e-002
1.900000e+000,1.003168e-001,-5.279831e-002,1.319958e-002
1.910000e+000,1.000398e-001,-5.237686e-002,1.309422e-002
1.920000e+000,9.976306e-002,-5.195993e-002,1.298998e-002
1.930000e+000,9.948659e-002,-5.154745e-002,1.288686e-002
1.940000e+000,9.921041e-002,-5.113939e-002,1.278485e-002
1.950000e+000,9.893455e-002,-5.073567e-002,1.268392e-002
1.960000e+000,9.865904e-002,-5.033625e-002,1.258406e-002
1.970000e+000,9.838391e-002,-4.994107e-002,1.248527e-002
1.980000e+000,9.810917e-002,-4.955009e-002,1.238752e-002
1.990000e+000,9.783485e-002,-4.916324e-002,1.229081e-002
2.000000e+000,9.756098e-002,-4.878049e-002,1.219512e-002
2.010000e+000,9.728756e-002,-4.840177e-002,1.210044e-002
2.020000e+000,9.701464e-002,-4.802705e-002,1.200676e-002
2.030000e+000,9.674222e-002,-4.765626e-002,1.191407e-002
2.040000e+000,9.647032e-002,-4.728937e-002,1.182234e-002
2.050000e+000,9.619897e-002,-4.692633e-002,1.173158e-002
2.060000e+000,9.592817e-002,-4.656708e-002,1.164177e-002
2.070000e+000,9.565796e-002,-4.621158e-002,1.155289e-002
2.080000e+000,9.538834e-002,-4.585978e-002,1.146494e-002
2.090000e+000,9.511933e-002,-4.551164e-002,1.137791e-002
2.100000e+000,9.485095e-002,-4.516712e-002,1.129178e-002
2.110000e+000,9.458321e-002,-4.482616e-002,1.120654e-002
2.120000e+000,9.431612e-002,-4.448874e-002,1.112218e-002
2.130000e+000,9.404970e-002,-4.415479e-002,1.103870e-002
2.140000e+000,9.378396e-002,-4.382428e-002,1.095607e-002
2.150000e+000,9.351892e-002,-4.349717e-002,1.087429e-002
2.160000e+000,9.325458e-002,-4.317342e-002,1.079336e-002
2.170000e+000,9.299097e-002,-4.285298e-002,1.071325e-002
2.180000e+000,9.272808e-002,-4.253582e-002,1.063395e-002
2.190000e+000,9.246593e-002,-4.222188e-002,1.055547e-002
2.200000e+000,9.220453e-002,-4.191115e-002,1.047779e-002
2.210000e+000,9.194389e-002,-4.160357e-002,1.040089e-002
2.220000e+000,9.168401e-002,-4.129910e-002,1.032478e-002
2.230000e+000,9.142492e-002,-4.099772e-002,1.024943e-002
2.240000e+000,9.116661e-002,-4.069938e-002,1.017484e-002
2.250000e+000,9.090909e-002,-4.040404e-002,1.010101e-002
2.260000e+000,9.065238e-002,-4.011167e-002,1.002792e-002
2.270000e+000,9.039647e-002,-3.982223e-002,9.955558e-003
2.280000e+000,9.014138e-002,-3.953569e-002,9.883923e-003
2.290000e+000,8.988711e-002,-3.925201e-002,9.813003e-003
2.300000e+000,8.963367e-002,-3.897116e-002,9.742791e-003
2.310000e+000,8.938107e-002,-3.869310e-002,9.673275e-003
2.320000e+000,8.912930e-002,-3.841780e-002,9.604450e-003
2.330000e+000,8.887838e-002,-3.814523e-002,9.536307e-003
2.340000e+000,8.862831e-002,-3.787534e-002,9.468836e-003
2.350000e+000,8.837909e-002,-3.760812e-002,9.402031e-003
2.360000e+000,8.813073e-002,-3.734353e-002,9.335882e-003
2.370000e+000,8.788324e-002,-3.708153e-002,9.270383e-003
2.380000e+000,8.763661e-002,-3.682211e-002,9.205527e-003
2.390000e+000,8.739085e-002,-3.656521e-002,9.141303e-003
2.400000e+000,8.714597e-002,-3.631082e-002,9.077706e-003
2.410000e+000,8.690196e-002,-3.605891e-002,9.014726e-003
2.420000e+000,8.665884e-002,-3.580944e-002,8.952359e-003
2.430000e+000,8.641659e-002,-3.556238e-002,8.890596e-003
2.440000e+000,8.617523e-002,-3.531772e-002,8.829429e-003
2.450000e+000,8.593476e-002,-3.507541e-002,8.768853e-003
2.460000e+000,8.569518e-002,-3.483544e-002,8.708859e-003
2.470000e+000,8.545648e-002,-3.459777e-002,8.649442e-003
2.480000e+000,8.521868e-002,-3.436237e-002,8.590593e-003
2.490000e+000,8.498177e-002,-3.412923e-002,8.532307e-003
2.500000e+000,8.474576e-002,-3.389831e-002,8.474577e-003
2.510000e+000,8.451065e-002,-3.366958e-002,8.417395e-003
2.520000e+000,8.427643e-002,-3.344303e-002,8.360757e-003
2.530000e+000,8.404310e-002,-3.321862e-002,8.304655e-003
2.540000e+000,8.381068e-002,-3.299633e-002,8.249083e-003
2.550000e+000,8.357915e-002,-3.277614e-002,8.194034e-003
2.560000e+000,8.334853e-002,-3.255802e-002,8.139505e-003
2.570000e+000,8.311880e-002,-3.234194e-002,8.085486e-003
2.580000e+000,8.288997e-002,-3.212789e-002,8.031974e-003
2.590000e+000,8.266204e-002,-3.191584e-002,7.978961e-003
2.600000e+000,8.243500e-002,-3.170577e-002,7.926443e-003
2.610000e+000,8.220887e-002,-3.149765e-002,7.874412e-003
2.620000e+000,8.198363e-002,-3.129146e-002,7.822866e-003
2.630000e+000,8.175929e-002,-3.108718e-002,7.771795e-003
2.640000e+000,8.153584e-002,-3.088479e-002,7.721197e-003
2.650000e+000,8.131329e-002,-3.068426e-002,7.671065e-003
2.660000e+000,8.109163e-002,-3.048557e-002,7.621393e-003
2.670000e+000,8.087086e-002,-3.028871e-002,7.572178e-003
2.680000e+000,8.065099e-002,-3.009365e-002,7.523413e-003
2.690000e+000,8.043200e-002,-2.990037e-002,7.475093e-003
2.700000e+000,8.021390e-002,-2.970885e-002,7.427213e-003
2.710000e+000,7.999669e-002,-2.951908e-002,7.379769e-003
2.720000e+000,7.978037e-002,-2.933102e-002,7.332755e-003
2.730000e+000,7.956493e-002,-2.914466e-002,7.286166e-003
2.740000e+000,7.935037e-002,-2.895999e-002,7.239997e-003
2.750000e+000,7.913669e-002,-2.877698e-002,7.194245e-003
2.760000e+000,7.892389e-002,-2.859561e-002,7.148903e-003
2.770000e+000,7.871197e-002,-2.841587e-002,7.103968e-003
2.780000e+000,7.850091e-002,-2.823774e-002,7.059435e-003
2.790000e+000,7.829074e-002,-2.806120e-002,7.015299e-003
2.800000e+000,7.808143e-002,-2.788622e-002,6.971556e-003
2.810000e+000,7.787299e-002,-2.771281e-002,6.928201e-003
2.820000e+000,7.766541e-002,-2.754093e-002,6.885231e-003
2.830000e+000,7.745870e-002,-2.737056e-002,6.842641e-003
2.840000e+000,7.725285e-002,-2.720171e-002,6.800427e-003
2.850000e+000,7.704785e-002,-2.703433e-002,6.758583e-003
2.860000e+000,7.684371e-002,-2.686843e-002,6.717108e-003
2.870000e+000,7.664043e-002,-2.670398e-002,6.675995e-003
2.880000e+000,7.643799e-002,-2.654097e-002,6.635242e-003
2.890000e+000,7.623640e-002,-2.637938e-002,6.594844e-003
2.900000e+000,7.603566e-002,-2.621919e-002,6.554798e-003
2.910000e+000,7.583576e-002,-2.606040e-002,6.515100e-003
2.920000e+000,7.563670e-002,-2.590298e-002,6.475744e-003
2.930000e+000,7.543847e-002,-2.574692e-002,6.436730e-003
2.940000e+000,7.524108e-002,-2.559220e-002,6.398051e-003
2.950000e+000,7.504452e-002,-2.543882e-002,6.359705e-003
2.960000e+000,7.484879e-002,-2.528675e-002,6.321688e-003
2.970000e+000,7.465388e-002,-2.513599e-002,6.283996e-003
2.980000e+000,7.445979e-002,-2.498651e-002,6.246627e-003
2.990000e+000,7.426652e-002,-2.483830e-002,6.209575e-003
3.000000e+000,7.407407e-002,-2.469136e-002,6.172840e-003
3.010000e+000,7.388244e-002,-2.454566e-002,6.136415e-003
3.020000e+000,7.369161e-002,-2.440119e-002,6.100299e-003
3.030000e+000,7.350159e-002,-2.425795e-002,6.064487e-003
3.040000e+000,7.331237e-002,-2.411591e-002,6.028978e-003
3.050000e+000,7.312395e-002,-2.397507e-002,5.993766e-003
3.060000e+000,7.293633e-002,-2.383540e-002,5.958851e-003
3.070000e+000,7.274950e-002,-2.369691e-002,5.924227e-003
3.080000e+000,7.256347e-002,-2.355957e-002,5.889892e-003
3.090000e+000,7.237822e-002,-2.342337e-002,5.855843e-003
3.100000e+000,7.219376e-002,-2.328831e-002,5.822077e-003
3.110000e+000,7.201008e-002,-2.315437e-002,5.788592e-003
3.120000e+000,7.182717e-002,-2.302153e-002,5.755382e-003
3.130000e+000,7.164504e-002,-2.288979e-002,5.722447e-003
3.140000e+000,7.146369e-002,-2.275914e-002,5.689784e-003
3.150000e+000,7.128310e-002,-2.262955e-002,5.657389e-003
3.160000e+000,7.110327e-002,-2.250104e-002,5.625259e-003
3.170000e+000,7.092421e-002,-2.237357e-002,5.593392e-003
3.180000e+000,7.074590e-002,-2.224714e-002,5.561785e-003
3.190000e+000,7.056835e-002,-2.212174e-002,5.530435e-003
3.200000e+000,7.039155e-002,-2.199736e-002,5.499340e-003
3.210000e+000,7.021550e-002,-2.187399e-002,5.468497e-003
3.220000e+000,7.004020e-002,-2.175161e-002,5.437904e-003
3.230000e+000,6.986563e-002,-2.163023e-002,5.407557e-003
3.240000e+000,6.969181e-002,-2.150982e-002,5.377454e-003
3.250000e+000,6.951872e-002,-2.139037e-002,5.347594e-003
3.260000e+000,6.934636e-002,-2.127189e-002,5.317972e-003
3.270000e+000,6.917473e-002,-2.115435e-002,5.288588e-003
3.280000e+000,6.900382e-002,-2.103775e-002,5.259438e-003
3.290000e+000,6.883364e-002,-2.092208e-002,5.230520e-003
3.300000e+000,6.866417e-002,-2.080732e-002,5.201831e-003
3.310000e+000,6.849542e-002,-2.069348e-002,5.173370e-003
3.320000e+000,6.832738e-002,-2.058054e-002,5.145134e-003
3.330000e+000,6.816005e-002,-2.046848e-002,5.117121e-003
3.340000e+000,6.799342e-002,-2.035731e-002,5.089328e-003
3.350000e+000,6.782750e-002,-2.024701e-002,5.061753e-003
3.360000e+000,6.766227e-002,-2.013758e-002,5.034395e-003
3.370000e+000,6.749774e-002,-2.002900e-002,5.007251e-003
3.380000e+000,6.733390e-002,-1.992127e-002,4.980318e-003
3.390000e+000,6.717074e-002,-1.981438e-002,4.953595e-003
3.400000e+000,6.700828e-002,-1.970832e-002,4.927079e-003
3.410000e+000,6.684649e-002,-1.960308e-002,4.900769e-003
3.420000e+000,6.668539e-002,-1.949865e-002,4.874663e-003
3.430000e+000,6.652495e-002,-1.939503e-002,4.848757e-003
3.440000e+000,6.636519e-002,-1.929221e-002,4.823052e-003
3.450000e+000,6.620610e-002,-1.919017e-002,4.797544e-003
3.460000e+000,6.604768e-002,-1.908892e-002,4.772231e-003
3.470000e+000,6.588991e-002,-1.898845e-002,4.747112e-003
3.480000e+000,6.573281e-002,-1.888874e-002,4.722185e-003
3.490000e+000,6.557636e-002,-1.878979e-002,4.697447e-003
3.500000e+000,6.542056e-002,-1.869159e-002,4.672897e-003
3.510000e+000,6.526541e-002,-1.859413e-002,4.648534e-003
3.520000e+000,6.511091e-002,-1.849742e-002,4.624354e-003
3.530000e+000,6.495705e-002,-1.840143e-002,4.600358e-003
3.540000e+000,6.480383e-002,-1.830617e-002,4.576542e-003
3.550000e+000,6.465125e-002,-1.821162e-002,4.552905e-003
3.560000e+000,6.449930e-002,-1.811778e-002,4.529445e-003
3.570000e+000,6.434798e-002,-1.802464e-002,4.506161e-003
3.580000e+000,6.419728e-002,-1.793220e-002,4.483050e-003
3.590000e+000,6.404721e-002,-1.784045e-002,4.460112e-003
3.600000e+000,6.389776e-002,-1.774938e-002,4.437345e-003
3.610000e+000,6.374893e-002,-1.765898e-002,4.414746e-003
3.620000e+000,6.360071e-002,-1.756926e-002,4.392314e-003
3.630000e+000,6.345311e-002,-1.748019e-002,4.370049e-003
3.640000e+000,6.330611e-002,-1.739179e-002,4.347947e-003
3.650000e+000,6.315972e-002,-1.730403e-002,4.326008e-003
3.660000e+000,6.301393e-002,-1.721692e-002,4.304230e-003
3.670000e+000,6.286873e-002,-1.713044e-002,4.282611e-003
3.680000e+000,6.272414e-002,-1.704460e-002,4.261150e-003
3.690000e+000,6.258013e-002,-1.695939e-002,4.239846e-003
3.700000e+000,6.243672e-002,-1.687479e-002,4.218697e-003
3.710000e+000,6.229389e-002,-1.679081e-002,4.197702e-003
3.720000e+000,6.215165e-002,-1.670743e-002,4.176858e-003
3.730000e+000,6.200999e-002,-1.662466e-002,4.156165e-003
3.740000e+000,6.186890e-002,-1.654249e-002,4.135622e-003
3.750000e+000,6.172840e-002,-1.646091e-002,4.115226e-003
3.760000e+000,6.158846e-002,-1.637991e-002,4.094977e-003
3.770000e+000,6.144909e-002,-1.629949e-002,4.074873e-003
3.780000e+000,6.131029e-002,-1.621965e-002,4.054913e-003
3.790000e+000,6.117205e-002,-1.614038e-002,4.035096e-003
3.800000e+000,6.103437e-002,-1.606168e-002,4.015419e-003
3.810000e+000,6.089725e-002,-1.598353e-002,3.995883e-003
3.820000e+000,6.076069e-002,-1.590594e-002,3.976485e-003
3.830000e+000,6.062467e-002,-1.582890e-002,3.957224e-003
3.840000e+000,6.048921e-002,-1.575240e-002,3.938099e-003
3.850000e+000,6.035429e-002,-1.567644e-002,3.919110e-003
3.860000e+000,6.021991e-002,-1.560101e-002,3.900253e-003
3.870000e+000,6.008608e-002,-1.552612e-002,3.881529e-003
3.880000e+000,5.995278e-002,-1.545175e-002,3.862937e-003
3.890000e+000,5.982002e-002,-1.537790e-002,3.844474e-003
3.900000e+000,5.968779e-002,-1.530456e-002,3.826140e-003
3.910000e+000,5.955609e-002,-1.523174e-002,3.807934e-003
3.920000e+000,5.942491e-002,-1.515942e-002,3.789854e-003
3.930000e+000,5.929426e-002,-1.508760e-002,3.771900e-003
3.940000e+000,5.916413e-002,-1.501628e-002,3.754070e-003
3.950000e+000,5.903452e-002,-1.494545e-002,3.736362e-003
3.960000e+000,5.890543e-002,-1.487511e-002,3.718777e-003
3.970000e+000,5.877685e-002,-1.480525e-002,3.701313e-003
3.980000e+000,5.864878e-002,-1.473587e-002,3.683968e-003
3.990000e+000,5.852122e-002,-1.466697e-002,3.666743e-003
4.000000e+000,5.839416e-002,-1.459854e-002,3.649635e-003
4.010000e+000,5.826761e-002,-1.453058e-002,3.632644e-003
4.020000e+000,5.814155e-002,-1.446307e-002,3.615768e-003
4.030000e+000,5.801600e-002,-1.439603e-002,3.599007e-003
4.040000e+000,5.789094e-002,-1.432944e-002,3.582360e-003
4.050000e+000,5.776637e-002,-1.426330e-002,3.565825e-003
4.060000e+000,5.764229e-002,-1.419761e-002,3.549402e-003
4.070000e+000,5.751870e-002,-1.413236e-002,3.533089e-003
4.080000e+000,5.739559e-002,-1.406755e-002,3.516887e-003
4.090000e+000,5.727297e-002,-1.400317e-002,3.500793e-003
4.100000e+000,5.715082e-002,-1.393922e-002,3.484806e-003
4.110000e+000,5.702916e-002,-1.387571e-002,3.468927e-003
4.120000e+000,5.690796e-002,-1.381261e-002,3.453153e-003
4.130000e+000,5.678724e-002,-1.374994e-002,3.437485e-003
4.140000e+000,5.666700e-002,-1.368768e-002,3.421920e-003
4.150000e+000,5.654721e-002,-1.362583e-002,3.406459e-003
4.160000e+000,5.642790e-002,-1.356440e-002,3.391099e-003
4.170000e+000,5.630904e-002,-1.350337e-002,3.375842e-003
4.180000e+000,5.619065e-002,-1.344274e-002,3.360685e-003
4.190000e+000,5.607272e-002,-1.338251e-002,3.345627e-003
4.200000e+000,5.595524e-002,-1.332268e-002,3.330669e-003
4.210000e+000,5.583821e-002,-1.326323e-002,3.315808e-003
4.220000e+000,5.572163e-002,-1.320418e-002,3.301045e-003
4.230000e+000,5.560551e-002,-1.314551e-002,3.286377e-003
4.240000e+000,5.548983e-002,-1.308722e-002,3.271806e-003
4.250000e+000,5.537459e-002,-1.302932e-002,3.257329e-003
4.260000e+000,5.525980e-002,-1.297178e-002,3.242946e-003
4.270000e+000,5.514544e-002,-1.291462e-002,3.228656e-003
4.280000e+000,5.503153e-002,-1.285783e-002,3.214458e-003
4.290000e+000,5.491805e-002,-1.280141e-002,3.200352e-003
4.300000e+000,5.480500e-002,-1.274535e-002,3.186337e-003
4.310000e+000,5.469238e-002,-1.268965e-002,3.172412e-003
4.320000e+000,5.458019e-002,-1.263430e-002,3.158576e-003
4.330000e+000,5.446842e-002,-1.257931e-002,3.144828e-003
4.340000e+000,5.435708e-002,-1.252467e-002,3.131168e-003
4.350000e+000,5.424617e-002,-1.247038e-002,3.117596e-003
4.360000e+000,5.413567e-002,-1.241644e-002,3.104109e-003
4.370000e+000,5.402559e-002,-1.236283e-002,3.090709e-003
4.380000e+000,5.391592e-002,-1.230957e-002,3.077393e-003
4.390000e+000,5.380667e-002,-1.225664e-002,3.064161e-003
4.400000e+000,5.369783e-002,-1.220405e-002,3.051013e-003
4.410000e+000,5.358940e-002,-1.215179e-002,3.037948e-003
4.420000e+000,5.348137e-002,-1.209986e-002,3.024964e-003
4.430000e+000,5.337375e-002,-1.204825e-002,3.012063e-003
4.440000e+000,5.326653e-002,-1.199697e-002,2.999242e-003
4.450000e+000,5.315972e-002,-1.194600e-002,2.986501e-003
4.460000e+000,5.305330e-002,-1.189536e-002,2.973840e-003
4.470000e+000,5.294728e-002,-1.184503e-002,2.961257e-003
4.480000e+000,5.284165e-002,-1.179501e-002,2.948753e-003
4.490000e+000,5.273642e-002,-1.174531e-002,2.936326e-003
4.500000e+000,5.263158e-002,-1.169591e-002,2.923977e-003
4.510000e+000,5.252713e-002,-1.164681e-002,2.911703e-003
4.520000e+000,5.242306e-002,-1.159802e-002,2.899505e-003
4.530000e+000,5.231938e-002,-1.154953e-002,2.887383e-003
4.540000e+000,5.221608e-002,-1.150134e-002,2.875335e-003
4.550000e+000,5.211316e-002,-1.145344e-002,2.863360e-003
4.560000e+000,5.201062e-002,-1.140584e-002,2.851460e-003
4.570000e+000,5.190846e-002,-1.135853e-002,2.839631e-003
4.580000e+000,5.180667e-002,-1.131150e-002,2.827875e-003
4.590000e+000,5.170526e-002,-1.126476e-002,2.816191e-003
4.600000e+000,5.160422e-002,-1.121831e-002,2.804577e-003
4.610000e+000,5.150355e-002,-1.117214e-002,2.793034e-003
4.620000e+000,5.140324e-002,-1.112624e-002,2.781561e-003
4.630000e+000,5.130330e-002,-1.108063e-002,2.770157e-003
4.640000e+000,5.120373e-002,-1.103529e-002,2.758822e-003
4.650000e+000,5.110452e-002,-1.099022e-002,2.747555e-003
4.660000e+000,5.100567e-002,-1.094542e-002,2.736355e-003
4.670000e+000,5.090717e-002,-1.090089e-002,2.725223e-003
4.680000e+000,5.080904e-002,-1.085663e-002,2.714158e-003
4.690000e+000,5.071126e-002,-1.081263e-002,2.703158e-003
4.700000e+000,5.061383e-002,-1.076890e-002,2.692225e-003
4.710000e+000,5.051675e-002,-1.072542e-002,2.681356e-003
4.720000e+000,5.042002e-002,-1.068221e-002,2.670552e-003
4.730000e+000,5.032365e-002,-1.063925e-002,2.659812e-003
4.740000e+000,5.022761e-002,-1.059654e-002,2.649136e-003
4.750000e+000,5.013193e-002,-1.055409e-002,2.638522e-003
4.760000e+000,5.003658e-002,-1.051189e-002,2.627972e-003
4.770000e+000,4.994158e-002,-1.046993e-002,2.617483e-003
4.780000e+000,4.984691e-002,-1.042822e-002,2.607056e-003
4.790000e+000,4.975259e-002,-1.038676e-002,2.596690e-003
4.800000e+000,4.965860e-002,-1.034554e-002,2.586385e-003
4.810000e+000,4.956494e-002,-1.030456e-002,2.576140e-003
4.820000e+000,4.947162e-002,-1.026382e-002,2.565955e-003
4.830000e+000,4.937863e-002,-1.022332e-002,2.555829e-003
4.840000e+000,4.928596e-002,-1.018305e-002,2.545763e-003
4.850000e+000,4.919363e-002,-1.014302e-002,2.535754e-003
4.860000e+000,4.910162e-002,-1.010321e-002,2.525804e-003
4.870000e+000,4.900994e-002,-1.006364e-002,2.515911e-003
4.880000e+000,4.891858e-002,-1.002430e-002,2.506075e-003
4.890000e+000,4.882754e-002,-9.985182e-003,2.496295e-003
4.900000e+000,4.873682e-002,-9.946290e-003,2.486572e-003
4.910000e+000,4.864642e-002,-9.907621e-003,2.476905e-003
4.920000e+000,4.855634e-002,-9.869174e-003,2.467294e-003
4.930000e+000,4.846657e-002,-9.830947e-003,2.457737e-003
